Opis,Dzielnica,Ilość pokoi,Cena,Powierzchnia,Cena za m2,Link do ogłoszenia
Apartament 3 pok.___Black Week 2020 ___Rabat,Widzew,3,333 513,50.74,6 573,https://www.otodom.pl/oferta/apartament-3-pok-black-week-2020-rabat-ID48MSC.html#80e84162cb
Apartament 3 pok.____ Mieszkaniowy Black Week 2020,Widzew,3,333 513,50.74,6 573,https://www.otodom.pl/pl/oferta/apartament-3-pok-mieszkaniowy-black-week-2020-ID48MSx.html#80e84162cb
Apartament 3 pok.___Black Week 2020 ___Rabat,Widzew,3,331 792,49.71,6 675,https://www.otodom.pl/pl/oferta/apartament-3-pok-black-week-2020-rabat-ID48MSr.html#80e84162cb
Black Week 2020 - Apartament 3 pokojowy -Rabat,Widzew,3,334 615,51.27,6 527,https://www.otodom.pl/oferta/black-week-2020-apartament-3-pokojowy-rabat-ID48MSp.html#80e84162cb
Black Week 2020 - Apartament 3 pokojowy -Rabat,Widzew,3,317 737,48.61,6 536,https://www.otodom.pl/oferta/black-week-2020-apartament-3-pokojowy-rabat-ID48MSn.html#80e84162cb
Mieszkaniowy Black Week 2020 - Zapraszam,Śródmieście,3,357 357,52.78,6 771,https://www.otodom.pl/oferta/mieszkaniowy-black-week-2020-zapraszam-ID48MSm.html#80e84162cb
Mieszkaniowy Black Week 2020 - Świetne rabaty,Śródmieście,3,348 453,51.44,6 774,https://www.otodom.pl/pl/oferta/mieszkaniowy-black-week-2020-swietne-rabaty-ID48MSj.html#80e84162cb
Mieszkaniowy Black Week 2020 - Świetne rabaty,Śródmieście,3,353 327,52.20,6 769,https://www.otodom.pl/pl/oferta/mieszkaniowy-black-week-2020-swietne-rabaty-ID48MSg.html#80e84162cb
*rezerwacja* Przytulne dwa na Dąbrowie,Górna Dąbrowa,2,195 000,36.32,5 369,https://www.otodom.pl/oferta/rezerwacja-przytulne-dwa-pokoje-na-dabrowie-ID490bt.html#b9456a5128
Rozkładowe mieszkanie Łódź-Retkinia,Polesie Retkinia,3,299 000,53,5 642,https://www.otodom.pl/pl/oferta/rozkladowe-mieszkanie-lodz-retkinia-ID48ctc.html#b9456a5128
M3 ok. Politechniki Łódzkiej blok cegła,Górna,2,190 000,37.90,5 013,https://www.otodom.pl/pl/oferta/m3-ok-politechniki-lodzkiej-blok-cegla-ID48MKa.html#b9456a5128
Nowa Przędzalnia Etap III Klucze czekają na Ciebie,Śródmieście,2,246 000,39.46,6 234,https://www.otodom.pl/oferta/nowa-przedzalnia-etap-iii-klucze-czekaja-na-ciebie-ID48E5S.html#b9456a5128
3 w Centrum apartament z 2019r,łódzkie,3,398 000,50,7 960,https://www.otodom.pl/oferta/3-pokoje-w-centrum-apartament-z-2019r-ID48MD1.html#b9456a5128
2 pokojowe rozkładowe mieszkanie z balkonem- 45 m2,Bałuty Teofilów,2,245 000,45,5 444,https://www.otodom.pl/oferta/2-pokojowe-rozkladowe-mieszkanie-z-balkonem-45-m2-ID48MBU.html#b9456a5128
Przytulne mieszkanie do własnej aranżacji,Polesie Retkinia,2,255 000,41.69,6 117,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-do-wlasnej-aranzacji-ID48Mdg.html#b9456a5128
2 pokojowe mieszkanie w apartamentowcu,Górna,2,349 000,40.90,8 533,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-w-apartamentowcu-ID48MwA.html#b9456a5128
M-2 duże przestronne w pobliżu Manufaktury,Polesie Koziny,1,199 000,39.60,5 025,https://www.otodom.pl/oferta/m-2-duze-przestronne-w-poblizu-manufaktury-ID48Mtt.html#b9456a5128
(Rezerwacja) M3 1 Piętro Pełen Rozkład Teofilów,Bałuty Żabieniec,2,210 000,45,4 667,https://www.otodom.pl/pl/oferta/rezerwacja-m3-1-pietro-pelen-rozklad-teofilow-ID48Hw1.html#b9456a5128
M3 Śródmieście Bałuty przy Manufakturze Okazja,Bałuty,2,246 000,38,6 474,https://www.otodom.pl/oferta/m3-srodmiescie-baluty-przy-manufakturze-okazja-ID48Mk4.html#b9456a5128
M3 ul.Parcelacyjna /Teofilów !!,Bałuty,2,289 000,45.31,6 378,https://www.otodom.pl/oferta/m3-ul-parcelacyjna-teofilow-ID48McQ.html#b9456a5128
Mieszkanie 3587 Łódź,Bałuty,1,185 000,35.87,5 158,https://www.otodom.pl/pl/oferta/mieszkanie-35-87-m-lodz-ID48M4N.html#b9456a5128
Mieszkanie 5353 Łódź,Śródmieście,2,250 000,53.53,4 670,https://www.otodom.pl/pl/oferta/mieszkanie-53-53-m-lodz-ID48M2G.html#b9456a5128
M4Dąbrowa rozkładowe balkon super cena,Górna Dąbrowa,3,289 000,54,5 352,https://www.otodom.pl/oferta/m4dabrowa-rozkladowe-balkon-super-cena-ID48M2o.html#b9456a5128
Mieszkanie - Łódź Bałuty,Bałuty,2,225 000,45,5 000,https://www.otodom.pl/oferta/mieszkanie-lodz-baluty-ID48M0P.html#b9456a5128
M4Zarzew rozkładowe balkon do wprowadzenia okazja,Widzew Zarzew,3,247 000,48,5 146,https://www.otodom.pl/oferta/m4zarzew-rozkladowe-balkon-do-wprowadzenia-okazja-ID48LZp.html#b9456a5128
3 54m2 - ul. Maratońska 25,Polesie,3,295 000,54,5 463,https://www.otodom.pl/oferta/3-pokoje-54m2-ul-maratonska-25-ID48LE2.html#b9456a5128
2 balkon rozkładowe Bałutyblisko Koziny,Bałuty,2,227 000,46.36,4 896,https://www.otodom.pl/oferta/2-pokoje-balkon-rozkladowe-baluty-blisko-koziny-ID48Lzx.html#b9456a5128
Ostatnie kawalerki w tej inwestycji – Nie czekaj,Śródmieście,1,281 445,38.82,7 250,https://www.otodom.pl/pl/oferta/ostatnie-kawalerki-w-tej-inwestycji-nie-czekaj-ID48Lxq.html#b9456a5128
M3 Górna-Dąbrowa,Górna Dąbrowa,2,210 000,37,5 676,https://www.otodom.pl/pl/oferta/m3-gorna-dabrowa-ID48Lxn.html#b9456a5128
M3 WIDZEW rozkładowe loggia,Widzew,2,277 000,48.85,5 670,https://www.otodom.pl/oferta/m3-widzew-rozkladowe-loggia-ID48Lx2.html#b9456a5128
Kawalerka 36m2 ok. Wapiennej (Makro) po remoncie,Polesie,1,204 000,36,5 667,https://www.otodom.pl/pl/oferta/kawalerka-36m2-ok-wapiennej-makro-po-remoncie-ID48LuY.html#b9456a5128
M3 45m2 3 piętro ul.Limankowskiego Polecam.,Bałuty,2,246 500,45,5 478,https://www.otodom.pl/pl/oferta/m3-45m2-3-pietro-ul-limankowskiego-polecam-ID48Lob.html#b9456a5128
Słoneczne mieszkanie 40m2 Łódź Górna Dąbrowa,Górna,2,210 000,39.66,5 295,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-40m2-lodz-gorna-dabrowa-ID48Tk0.html#c11985ed5b
Na sprzedaż M3 Łódź Dąbrowa Chojny Zarzew,Górna Dąbrowa,2,245 000,39.66,6 178,https://www.otodom.pl/pl/oferta/na-sprzedaz-m3-lodz-dabrowa-chojny-zarzew-ID48Lmt.html#c11985ed5b
M-3 Czerwony RYNEK - Rozkładowe,Górna,2,245 000,43,5 698,https://www.otodom.pl/pl/oferta/m-3-czerwony-rynek-rozkladowe-ID48LkU.html#c11985ed5b
Nowe M-2 z tarasem i ogródkiem/Od Zaraz !!!,Śródmieście,2,246 000,39.46,6 234,https://www.otodom.pl/pl/oferta/nowe-m-2-z-tarasem-i-ogrodkiem-od-zaraz-ID48I2B.html#c11985ed5b
Nowe M-2 dostępne od reki /Pol.Łódzka,Śródmieście,2,256 000,39.46,6 488,https://www.otodom.pl/pl/oferta/nowe-m-2-dostepne-od-reki-pol-lodzka-ID48I2C.html#c11985ed5b
Mieszkanie - Łódź Bałuty,Bałuty,2,325 000,49.45,6 572,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-baluty-ID48Lhm.html#c11985ed5b
Mieszkanie komunalne 45m2 Zamiana Łódź,łódzkie,2,10 000,45,222,https://www.otodom.pl/oferta/mieszkanie-komunalne-45m2-zamiana-lodz-ID48LgU.html#c11985ed5b
Na sprzedaż mieszkanie 4198 m.kw. Primo,Śródmieście,2,314 430,41.98,7 490,https://www.otodom.pl/oferta/na-sprzedaz-mieszkanie-41-98-m-kw-primo-ID48L8h.html#c11985ed5b
Duża kawalerka na osiedlu Jagiełły,łódzkie,1,205 000,35,5 857,https://www.otodom.pl/oferta/duza-kawalerka-na-osiedlu-jagielly-ID48L7K.html#c11985ed5b
Mieszkanie 2 - pokojowe o powierzchni 50,Śródmieście,2,300 000,50,6 000,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-o-powierzchni-50-m-ID48L71.html#c11985ed5b
Mieszkanie Retkinia 2 - 46m2 parter,Polesie Retkinia,2,260 000,45.92,5 662,https://www.otodom.pl/oferta/mieszkanie-retkinia-2-pokoje-46m2-parter-ID48L6x.html#c11985ed5b
M4 Powstańców Wlkp. po remoncie + wyposażenie!,Bałuty,3,299 000,44.81,6 673,https://www.otodom.pl/oferta/m4-powstancow-wlkp-po-remoncie-wyposazenie-ID480Js.html#c11985ed5b
Rozkładowe M4 Retkinia po remoncie,Polesie Retkinia,3,349 000,53,6 585,https://www.otodom.pl/pl/oferta/rozkladowe-m4-retkinia-po-remoncie-ID48wIQ.html#c11985ed5b
Mieszkanie 45 Łódź,Bałuty,2,229 000,45,5 089,https://www.otodom.pl/pl/oferta/mieszkanie-45-m-lodz-ID48KSm.html#c11985ed5b
M3Chojny pełen rozkład balkon do wprowadzenia,Górna Chojny,2,255 000,51,5 000,https://www.otodom.pl/pl/oferta/m3chojny-pelen-rozklad-balkon-do-wprowadzenia-ID48KK3.html#c11985ed5b
Dwupak inwestycyjny wynajęty pracujący rentowny,Śródmieście,2,260 000,35,7 429,https://www.otodom.pl/oferta/dwupak-inwestycyjny-wynajety-pracujacy-rentowny-ID48KEc.html#c11985ed5b
Mieszkanie 4515 Łódź,Górna,2,257 355,45.15,5 700,https://www.otodom.pl/pl/oferta/mieszkanie-45-15-m-lodz-ID48KzD.html#c11985ed5b
Mieszkanie 3-pokojowe na Zarzewiu cena 5100zł/m.,Widzew Zarzew,3,245 000,48,5 104,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-na-zarzewiu-cena-5100zl-m-ID48KuP.html#c11985ed5b
2 przy Uniwersytecie Łódzkim miejskie z mie,Śródmieście,2,190 000,35,5 429,https://www.otodom.pl/pl/oferta/2-pokoje-przy-uniwersytecie-lodzkim-miejskie-z-mie-ID47RUL.html#c11985ed5b
M-4 na Janowie z aneksem kuchennym,Widzew Olechów,3,295 000,52,5 673,https://www.otodom.pl/pl/oferta/m-4-na-janowie-z-aneksem-kuchennym-ID48ywV.html#c11985ed5b
Mieszkanie 4885 Łódź,Widzew,2,277 000,48.85,5 670,https://www.otodom.pl/pl/oferta/mieszkanie-48-85-m-lodz-ID48Ksw.html#c11985ed5b
Prestiżowa inwestycja wysoki standard!,Śródmieście,2,333 923,49.47,6 750,https://www.otodom.pl/pl/oferta/prestizowa-inwestycja-wysoki-standard-ID48KbK.html#c11985ed5b
M4 rozkładowe 54m2 balkon Retkinia Polecam!,Polesie Retkinia,3,290 000,54,5 370,https://www.otodom.pl/pl/oferta/m4-rozkladowe-54m2-balkon-retkinia-polecam-ID47r8U.html#c11985ed5b
Na sprzedasz mieszkanie Łódź-Górna,Górna,2,355 000,50.09,7 087,https://www.otodom.pl/oferta/na-sprzedasz-mieszkanie-lodz-gorna-ID48K2T.html#c11985ed5b
